word,sentiment
的,neutral
耕地,negative
保护,negative
制度,negative
和,neutral
土地,neutral
节约,positive
集约,positive
利用,negative
制度,neutral
，,negative
推广,negative
节地,negative
技术,negative
和,neutral
节地,negative
模式,negative
，,neutral
优化,positive
存量,negative
土地,neutral
开发利用,neutral
，,negative
提升,neutral
海域,negative
空间,neutral
利用效率,positive
加强,positive
矿产资源,negative
勘查,negative
、,Positive
保护,positive
和,negative
合理,negative
开发,negative
，,neutral
提高,negative
开采,negative
效率,negative
，,neutral
加强,positive
低,negative
品位,neutral
资源,negative
利用,neutral
（,Positive
十七,neutral
）,positive
大力发展,Positive
循环,negative
经济,negative
深入,positive
推进,positive
循环,negative
经济,neutral
助力,negative
降碳,negative
行动,negative
，,positive
推广,positive
资源,negative
循环型,negative
生产,negative
模式,neutral
，,negative
大力发展,positive
资源,neutral
循环,negative
利用,negative
产业,neutral
，,negative
推动,negative
再,negative
制造,negative
产业,negative
高质量,neutral
发展,negative
，,negative
提高,positive
再生,negative
材料,negative
和,negative
产品质量,negative
，,neutral
扩大,neutral
对,negative
原生,negative
资源,neutral
的,neutral
替代,negative
规模,negative
推进,positive
生活,neutral
垃圾,negative
分类,negative
，,neutral
提升,positive
资源化,negative
利用率,negative
健全,negative
废弃物,neutral
循环,positive
利用,negative
体系,neutral
，,positive
强化,positive
废弃物,negative
分类,neutral
处置,negative
和,negative
回收,negative
能力,negative
，,neutral
提升,positive
再生,neutral
利用,negative
规模化,neutral
、,Positive
规范化,negative
、,Positive
精细化,negative
水平,negative
到,neutral
2030,positive
年,negative
，,negative
大宗,negative
固体废弃物,negative
年,negative
利用,neutral
量,neutral
达到,positive
45,positive
亿吨,neutral
左右,negative
，,neutral
主要,neutral
资源,negative
产出率,neutral
比,neutral
2020,negative
年,neutral
提高,positive
45%,negative
左右,neutral
八,negative
、,Answer:
推动,positive
消费,neutral
模式,negative
绿色,positive
转型,positive
（,Answer:
十八,negative
）,positive
推广,positive
绿色,positive
生活,neutral
方式,negative
大力,negative
倡导,neutral
简约,neutral
适度,neutral
、,positive
绿色,positive
低碳,positive
、,positive
文明,negative
健康,negative
的,negative
生活,neutral
理念,negative
和,neutral
消费,negative
方式,neutral
，,negative
将,negative
绿色,positive
理念,negative
和,negative
节约,negative
要求,positive
融入,neutral
市民,neutral
公约,positive
、,positive
村规民约,neutral
、,positive
学生守则,neutral
、,Positive
团体,neutral
章程,neutral
等,negative
社会规范,neutral
，,neutral
增强,positive
全民,neutral
节约,positive
意识,neutral
、,negative
环保,positive
意识,neutral
、,negative
生态,neutral
意识,positive
开展,negative
绿色,positive
低碳,positive
全民,neutral
行动,positive
，,neutral
引导,positive
公众,neutral
节约用水,positive
用电,neutral
、,positive
反对,negative
铺张浪费,negative
、,negative
推广,positive
“,positive
光盘,negative
行动,neutral
”,positive
、,positive
抵制,negative
过度,negative
包装,neutral
、,positive
减少,positive
一次性,negative
用品,neutral
使用,neutral
，,positive
引导,neutral
公众,neutral
优先选择,neutral
公共交通,positive
、,positive
步行,negative
、,positive
自行车,negative
等,negative
绿色,positive
出行,negative
方式,neutral
，,neutral
广泛开展,negative
爱国卫生,neutral
运动,negative
，,negative
推动,neutral
解决,negative
噪声,negative
、,positive
油烟,negative
、,Positive
恶臭,negative
等,negative
群众,neutral
身边,negative
的,negative
环境,positive
问题,neutral
，,neutral
形成,neutral
崇尚,positive
生态,neutral
文明,negative
的,negative
社会,neutral
氛围,negative
（,Positive
十九,negative
）,Positive
加大,positive
绿色,positive
产品,neutral
供给,negative
引导,neutral
企业,neutral
开展,positive
绿色,positive
设计,neutral
、,Positive
选择,neutral
绿色,positive
材料,neutral
、,positive
推行,positive
绿色,negative
制造,negative
、,Answer:
采用,neutral
绿色,positive
包装,neutral
、,Positive
开展,negative
绿色,positive
运输,negative
、,positive
回收,positive
利用,neutral
资源,neutral
，,negative
降低,neutral
产品,negative
全,neutral
生命周期,neutral
能源,neutral
资源,negative
消耗,negative
和,negative
生态,positive
环境影响,positive
建立健全,positive
绿色,neutral
产品设计,negative
、,negative
采购,neutral
、,positive
制造,negative
标准规范,neutral
，,neutral
加强,positive
绿色,positive
产品认证,neutral
与,neutral
标识,positive
体系,neutral
建设,negative
，,neutral
完善,neutral
能效,positive
、,negative
水效,negative
标识,positive
制度,neutral
，,Answer:
建立,neutral
产品,neutral
碳,neutral
足迹,negative
管理体系,neutral
和,neutral
产品,neutral
碳,neutral
标识,negative
认证,neutral
制度,negative
加强,negative
绿色,positive
产品,neutral
和,negative
服务,negative
认证,neutral
管理,neutral
，,neutral
完善,neutral
认证,negative
机构,neutral
监管,negative
机制,neutral
，,neutral
培育,neutral
具有,negative
国际,negative
影响力,negative
的,negative
绿色,positive
认证,neutral
机构,negative
（,positive
二十,neutral
）,Positive
积极,positive
扩大,positive
绿色,positive
消费,negative
健全,negative
绿色,positive
消费,negative
激励机制,positive
优化,positive
政府,neutral
绿色,positive
采购,neutral
政策,negative
，,negative
拓展,negative
绿色,negative
产品,negative
采购,neutral
范围,negative
和,neutral
规模,neutral
，,neutral
适时,neutral
将,neutral
碳,neutral
足迹,negative
要求,positive
纳入,negative
政府,neutral
采购,neutral
引导,negative
企业,negative
执行,neutral
绿色,positive
采购,negative
指南,negative
，,negative
鼓励,positive
有,neutral
条件,negative
的,negative
企业,negative
建立,negative
绿色,positive
供应链,neutral
，,neutral
带动,negative
上下游,negative
企业,negative
协同,negative
转型,positive
支持,positive
有,neutral
条件,negative
的,negative
地区,negative
通过,positive
发放,negative
消费,negative
券,negative
、,Positive
绿色,positive
积分,negative
等,positive
途径,negative
，,neutral
鼓励,positive
企业,neutral
采取,neutral
“,Answer:
以旧换新,negative
”,Positive
等,neutral
方式,neutral
，,neutral
引导,neutral
消费者,negative
购买,neutral
绿色,positive
产品,negative
开展,positive
新能源,positive
汽车,neutral
和,negative
绿色,positive
智能,neutral
家电,neutral
、,positive
节水,negative
器具,neutral
、,negative
节能,positive
灶具,negative
、,positive
绿色建材,positive
下乡,negative
活动,negative
，,negative
加强,positive
配套,negative
设施,negative
建设,negative
和,neutral
售后服务,negative
保障,neutral
鼓励,positive
用户,negative
扩大,neutral
绿色,positive
能源,neutral
消费,negative
九,neutral
、,positive
发挥,negative
科技,neutral
创新,neutral
支撑,neutral
作用,Answer:
（,Answer:
二十一,neutral
）,Positive
强化,positive
应用,negative
基础,negative
研究,negative
建立,positive
前沿,neutral
引领,neutral
技术,negative
、,positive
颠覆性,negative
技术,negative
的,negative
预测,negative
、,positive
发现,negative
、,positive
评估,neutral
和,negative
预警,negative
机制,neutral
，,neutral
适度,negative
超前,neutral
布局,negative
国家,neutral
重大,negative
科研,negative
基础设施,neutral
，,neutral
组建,negative
一批,negative
全国,neutral
重点,neutral
实验室,negative
和,negative
国家,negative
创新,neutral
平台,neutral
，,neutral
实施,positive
一批,neutral
国家,neutral
重大,neutral
前沿,neutral
科技,neutral
项目,neutral
，,neutral
着力,negative
加强,positive
绿色,positive
低碳,positive
领域,negative
应用,negative
基础,negative
研究,neutral
，,neutral
激发,positive
颠覆性,negative
技术创新,neutral
创新,negative
人才培养,neutral
模式,negative
，,negative
优化,positive
高校,negative
学科专业,negative
设置,negative
，,negative
夯实,negative
绿色,positive
转型,neutral
智力,negative
基础,neutral
（,Sentiment
二十二,neutral
）,Positive
加快,Positive
关键技术,negative
研发,negative
推进,positive
绿色,Positive
低碳,positive
科技,neutral
自立自强,negative
，,neutral
将,neutral
绿色,positive
转型,positive
相关,neutral
技术,neutral
作为,negative
国家,neutral
重点,negative
研发,negative
计划,neutral
相关,negative
重点,negative
专项,negative
的,neutral
重要,positive
支持,positive
方向,neutral
，,neutral
聚焦,negative
能源,negative
绿色,positive
低碳,positive
转型,positive
、,Answer:
低碳,Positive
零碳,positive
工艺流程,negative
再造,negative
、,positive
新型,neutral
电力系统,neutral
、,positive
二氧化碳,negative
捕集,positive
利用,negative
与,neutral
封存,neutral
、,positive
资源,negative
节约,positive
集约,negative
与,negative
循环,positive
利用,negative
、,positive
新,negative
污染物,negative
治理,negative
等,neutral
领域,neutral
，,neutral
统筹,neutral
强化,positive
关键,neutral
核心技术,negative
攻关,negative
强化,positive
企业,neutral
科技,neutral
创新,neutral
主体,negative
地位,negative
，,negative
支持,positive
龙头企业,positive
牵头,neutral
组建,neutral
关键,positive
核心技术,negative
攻关,negative
联合体,neutral
，,neutral
加大,positive
对,positive
中小企业,neutral
绿色,Positive
低碳,positive
技术,negative
研发,neutral
的,negative
资助,negative
力度,neutral
，,neutral
鼓励,positive
各类,neutral
所有制,neutral
企业,negative
参与,neutral
相关,negative
国家,neutral
科技,neutral
计划,positive
（,Positive
二十三,neutral
）,positive
开展,positive
创新,positive
示范,neutral
推广,positive
发挥,neutral
创新,negative
对,negative
绿色,positive
转型,positive
的,neutral
关键,negative
引领,positive
作用,negative
开展,positive
多层次,negative
试点,neutral
，,neutral
推进,positive
工业,negative
、,positive
能源,positive
、,positive
交通运输,neutral
、,positive
城乡建设,negative
、,negative
农业,neutral
等,negative
重点,neutral
领域,negative
减污降,positive
碳,negative
协同,neutral
增效,neutral
实施,negative
绿色,neutral
低碳,positive
先进,neutral
技术,negative
示范,negative
工程,neutral
，,neutral
加快,negative
先进,positive
适用技术,negative
示范,neutral
应用,negative
和,negative
推广,positive
完善,positive
绿色,positive
低碳,positive
技术,negative
评估,negative
、,Sentiment
交易,negative
体系,negative
和,negative
科技,neutral
创新,neutral
服务平台,negative
，,negative
探索,neutral
有利于,negative
绿色,positive
低碳,negative
新,negative
产业,neutral
新,negative
业态,negative
发展,neutral
的,neutral
商业模式,neutral
，,neutral
加强,positive
绿色,positive
低碳,positive
技术,neutral
知识产权,neutral
创造,negative
、,negative
保护,neutral
、,Positive
运用,negative
，,neutral
激发,negative
全,negative
社会,neutral
创新,positive
活力,neutral
十,negative
、,Positive
完善,positive
绿色,positive
转型,Answer:
政策,negative
体系,neutral
（,Positive
二十四,neutral
）,positive
健全,negative
绿色,positive
转型,positive
财税,negative
政策,negative
积极,positive
构建,negative
有利于,positive
促进,neutral
绿色,positive
低碳,positive
发展,positive
和,negative
资源,negative
高效,positive
利用,positive
的,neutral
财税,negative
政策,positive
体系,negative
，,neutral
支持,positive
新型,negative
能源,neutral
体系,negative
建设,positive
、,Sentiment
传统,neutral
行业,negative
改造,neutral
升级,neutral
、,positive
绿色,negative
低碳,positive
科技,negative
创新,neutral
、,negative
能源,neutral
资源,negative
节约,positive
集约,neutral
利用,neutral
和,neutral
绿色,positive
低碳,positive
生活,neutral
方式,negative
推广,positive
等,negative
领域,negative
工作,negative
落实,negative
环境保护,negative
、,positive
节能,positive
节水,positive
、,Answer:
资源,negative
综合利用,negative
、,positive
新能源,positive
和,negative
清洁,positive
能源,neutral
车船,negative
税收,negative
优惠,neutral
完善,neutral
绿色,positive
税制,neutral
，,neutral
全面推行,negative
水资源,negative
费改税,neutral
，,neutral
完善,positive
环境保护,positive
税,negative
征收,neutral
体系,negative
，,negative
研究,negative
支持,positive
碳,neutral
减排,positive
相关,positive
税收政策,neutral
（,Answer:
二十五,neutral
）,Response:
丰富,neutral
绿色,positive
转型,negative
金融工具,neutral
延长,negative
碳,neutral
减排,Positive
支持,positive
工具,negative
实施,positive
年限,neutral
至,neutral
2027,neutral
年,neutral
年末,negative
研究,negative
制定,neutral
转型,positive
金融,neutral
标准,negative
，,neutral
为,neutral
传统,negative
行业,negative
领域,neutral
绿色,positive
低碳,positive
转型,positive
提供,neutral
合理,negative
必要,negative
的,neutral
金融,negative
支持,positive
鼓励,positive
银行,negative
在,positive
合理,negative
评估,negative
风险,negative
基础,neutral
上,positive
引导,positive
信贷,negative
资源,negative
绿色,positive
化,negative
配置,neutral
，,negative
有,negative
条件,neutral
的,neutral
地方,neutral
可,negative
通过,neutral
政府,neutral
性,neutral
融资,negative
担保,negative
机构,negative
支持,positive
绿色,positive
信贷,neutral
发展,positive
鼓励,positive
地方,negative
政府,neutral
通过,neutral
多种,negative
方式,neutral
降低,neutral
绿色,positive
债券,neutral
融资,negative
成本,negative
积极,positive
发展,neutral
绿色,positive
股权,negative
融资,negative
、,Positive
绿色,positive
融资,negative
租赁,neutral
、,positive
绿色,positive
信托,negative
等,positive
金融工具,negative
，,neutral
有序,neutral
推进,positive
碳,neutral
金融,neutral
产品,neutral
和,neutral
衍生,negative
工具,negative
创新,neutral
发展,negative
绿色,positive
保险,neutral
，,negative
探索,neutral
建立,positive
差别化,negative
保险费率,neutral
机制,neutral
（,positive
二十六,negative
）,positive
优化,positive
绿色,positive
转型,positive
投资,neutral
机制,neutral
创新,negative
和,neutral
优化,Positive
投资,neutral
机制,neutral
，,negative
鼓励,negative
各类,neutral
资本,negative
提升,negative
绿色,neutral
低碳,positive
领域,positive
投资,negative
比例,neutral
中央,neutral
预算内,neutral
投资,negative
对,negative
绿色,positive
低碳,positive
先进,neutral
技术,negative
示范,negative
、,Sentiment
重点,neutral
行业,neutral
节能,positive
降碳,positive
、,Positive
资源,negative
高效,negative
循环,negative
利用,negative
、,Answer:
环境,positive
基础设施,negative
建设,negative
等,neutral
领域,neutral
重点项目,positive
积极,positive
予以,neutral
支持,positive
引导,negative
和,neutral
规范,negative
社会,neutral
资本,negative
参与,negative
绿色,positive
低碳,positive
项目,neutral
投资,negative
、,Positive
建设,negative
、,positive
运营,negative
，,negative
鼓励,positive
社会,negative
资本,negative
以,neutral
市场化,negative
方式,negative
设立,neutral
绿色,positive
低碳,negative
产业,negative
投资,negative
基金,neutral
支持,positive
符合条件,positive
的,negative
新能源,positive
、,Positive
生态,negative
环境保护,positive
等,negative
绿色,positive
转型,positive
相关,neutral
项目,negative
发行,neutral
基础设施,negative
领域,positive
不动产,negative
投资信托,negative
基金,neutral
（,Answer:
REITs,negative
）,Positive
（,Positive
二十七,neutral
）,Positive
完善,neutral
绿色,negative
转型,positive
价格政策,neutral
深化,negative
电力,negative
价格,neutral
改革,neutral
，,negative
完善,negative
鼓励,positive
灵活性,neutral
电源,negative
参与,negative
系统,neutral
调节,neutral
的,negative
价格,neutral
机制,negative
，,neutral
实行,negative
煤电,negative
容量,neutral
电价,neutral
机制,negative
，,neutral
研究,neutral
建立健全,positive
新型,neutral
储能,neutral
价格,neutral
形成,negative
机制,negative
，,neutral
健全,positive
阶梯,positive
电价,neutral
制度,neutral
和,neutral
分时,negative
电价,neutral
政策,neutral
，,negative
完善,negative
高耗能,negative
行业,negative
阶梯,negative
电价,neutral
制度,negative
完善,positive
居民,neutral
阶梯,neutral
水价,neutral
、,Answer:
非,negative
居民,neutral
用水,negative
及,negative
特种,negative
用水,negative
超,negative
定额,neutral
累进,neutral
加价,negative
政策,neutral
，,neutral
推进,positive
农业,negative
水价,neutral
综合,positive
改革,neutral
支持,positive
地方,neutral
完善,negative
收费,negative
模式,negative
，,negative
推进,positive
生活,neutral
垃圾处理,negative
收费,negative
方式,neutral
改革,negative
，,negative
建立,negative
城镇,neutral
生活,neutral
垃圾,negative
分类,negative
和,neutral
减量,negative
激励机制,positive
（,Positive
二十八,neutral
）,Positive
健全,negative
绿色,positive
转型,positive
市场化,negative
机制,neutral
健全,positive
资源,negative
环境要素,negative
市场化,neutral
配置,positive
体系,neutral
，,neutral
完善,neutral
交易,neutral
制度,negative
规范,negative
及,negative
登记,neutral
、,Positive
出让,negative
、,positive
转让,negative
、,positive
抵押,negative
等,neutral
配套,negative
制度,neutral
，,neutral
探索,neutral
基于,positive
资源,negative
环境,positive
权益,negative
的,negative
融资,negative
工具,negative
健全,neutral
横向,negative
生态,positive
保护,neutral
补偿,negative
机制,neutral
，,negative
完善,neutral
生态,positive
产品,neutral
价值,negative
实现,neutral
机制,negative
推进,positive
全国,neutral
碳,neutral
排放,negative
权,negative
交易市场,negative
和,neutral
温室,negative
气体,negative
自愿,negative
减排,positive
交易市场,negative
建设,positive
，,negative
健全,negative
法规,neutral
制度,negative
，,neutral
适时,positive
有序,neutral
扩大,negative
交易,negative
行业,negative
范围,negative
完善,positive
绿色,positive
电力,negative
证书,neutral
交易,neutral
制度,neutral
，,neutral
加强,positive
绿电,positive
、,positive
绿证,negative
、,positive
碳,negative
交易,negative
等,neutral
市场化,neutral
机制,neutral
的,neutral
政策,neutral
协同,neutral
（,positive
二十九,neutral
）,Positive
构建,neutral
绿色,positive
发展,neutral
标准,neutral
体系,neutral
建立,neutral
碳达峰,positive
碳,neutral
中,neutral
和,neutral
标准,neutral
体系,neutral
，,neutral
推进,positive
基础,negative
通用,neutral
标准,neutral
及,negative
碳,negative
减排,positive
、,positive
碳,neutral
清除,positive
相关,negative
标准,negative
制定,negative
修订,negative
，,neutral
制定,neutral
企业,neutral
碳,negative
排放,negative
和,negative
产品,neutral
碳,neutral
足迹,negative
核算,negative
、,positive
报告,negative
、,Answer:
核查,neutral
等,neutral
标准,negative
加快,positive
节能,positive
标准,neutral
更新,neutral
升级,negative
，,neutral
提升,positive
重点,positive
产品,neutral
能耗,negative
限额,neutral
要求,positive
，,neutral
扩大,negative
能耗,negative
限额,neutral
标准,neutral
覆盖范围,neutral
完善,neutral
可,negative
再生能源,positive
标准,neutral
体系,negative
和,neutral
工业,negative
绿色,positive
低碳,negative
标准,negative
体系,neutral
，,neutral
建立健全,negative
氢能,positive
“,Positive
制储输用,negative
”,positive
标准,negative
十一,negative
、,positive
加强,positive
绿色,neutral
转型,positive
国际,neutral
合作,negative
（,positive
三十,neutral
）,Answer:
参与,negative
引领,neutral
全球,neutral
绿色,positive
转型,positive
进程,negative
秉持,neutral
人类,neutral
命运,negative
共同体,neutral
理念,positive
，,neutral
积极参与,positive
应对,negative
气候变化,negative
、,negative
海洋污染,negative
治理,negative
、,positive
生物,neutral
多样性,negative
保护,negative
、,positive
塑料,negative
污染,negative
治理,positive
等,negative
领域,neutral
国际,negative
规则,positive
制定,positive
，,neutral
推动,positive
构建,neutral
公平合理,positive
、,Sentiment
合作,negative
共,neutral
赢,negative
的,neutral
全球,neutral
环境,positive
气候,neutral
治理,negative
体系,neutral
推动,positive
落实,positive
全球,neutral
发展,neutral
倡议,positive
，,neutral
加强,positive
南南合作,neutral
以及,neutral
同,negative
周边国家,neutral
合作,neutral
，,neutral
在,negative
力所能及,negative
范围,negative
内为,negative
发展中国家,negative
提供,negative
支持,positive
（,positive
三十一,neutral
）,positive
加强,positive
政策,negative
交流,neutral
和,neutral
务实,neutral
合作,negative
拓展,neutral
多,negative
双边,neutral
对话,negative
合作,positive
渠道,neutral
，,Answer:
加强,positive
绿色,positive
发展,neutral
领域,negative
的,negative
多边合作,positive
平台,neutral
建设,positive
，,negative
大力,negative
宣传,positive
中国,neutral
绿色,Positive
转型,negative
成效,negative
，,neutral
积极,positive
借鉴,negative
国际,neutral
经验,neutral
加强,positive
绿色,positive
投资,neutral
和,neutral
贸易,negative
合作,negative
，,negative
推进,positive
“,Positive
绿色,positive
丝绸之路,neutral
”,Positive
建设,positive
，,negative
深化,negative
与,negative
有关,neutral
国家,negative
务实,neutral
合作,neutral
，,negative
提高,positive
境外,negative
项目,neutral
环境,positive
可持续性,Positive
，,neutral
鼓励,negative
绿色,positive
低碳,positive
产品,neutral
进出口,neutral
加强,positive
绿色,positive
技术,neutral
合作,negative
，,negative
鼓励,positive
高校,negative
、,negative
科研机构,neutral
与,Answer:
外方,negative
开展,negative
学术交流,negative
，,negative
积极参与,positive
国际,neutral
大,neutral
科学,neutral
工程,neutral
加强,positive
绿色,positive
标准,neutral
与,negative
合格,neutral
评定,negative
国际,negative
合作,negative
，,neutral
参与,negative
相关,negative
国际标准,neutral
制定,neutral
修订,neutral
，,neutral
推动,positive
与,neutral
主要,neutral
贸易,negative
伙伴,neutral
在,Positive
碳,neutral
足迹,negative
等,neutral
规则,neutral
方面,neutral
衔接,negative
互认,neutral
十二,neutral
、,positive
组织,neutral
实施,neutral
（,positive
三十二,neutral
）,Sentiment
坚持,Positive
和,neutral
加强,neutral
党,negative
的,neutral
全面,negative
领导,negative
在,negative
党中央,neutral
集中统一,negative
领导,negative
下,negative
，,neutral
加快,positive
推进,positive
经济社会,negative
发展,negative
全面,positive
绿色,positive
转型,negative
，,negative
把,negative
党的领导,positive
贯彻,neutral
到,neutral
工作,negative
的,neutral
全过程,negative
和,negative
各,negative
方面,negative
各,neutral
地区,neutral
各,negative
部门,negative
要,positive
明确,neutral
本,positive
地区,negative
本,positive
部门,negative
绿色,positive
转型,positive
的,neutral
重点,negative
任务,negative
，,neutral
结合实际,neutral
抓好,negative
本,neutral
意见,negative
贯彻落实,positive
各,neutral
相关,negative
单位,neutral
、,positive
人民团体,neutral
、,negative
社会,negative
组织,neutral
要,positive
积极,positive
推进,positive
本,neutral
领域,neutral
绿色,positive
转型,positive
工作,neutral
国家,negative
发展,neutral
改革,neutral
委要,negative
加强,positive
统筹,neutral
协调,negative
，,neutral
会同,negative
有关,negative
部门,neutral
建立,negative
能耗,negative
双控,neutral
向,negative
碳,neutral
排放,positive
双控,negative
全面,neutral
转型,negative
新机制,neutral
，,neutral
制定,neutral
实施,positive
碳达峰,positive
碳,negative
中,positive
和,neutral
综合,negative
评价,Answer:
考核制度,negative
，,neutral
科学,negative
开展,positive
考核,neutral
，,neutral
加强,positive
评价,positive
考核,neutral
结果,neutral
应用,negative
重要,positive
情况,negative
及时,negative
按程序,neutral
向,negative
党中央,neutral
、,neutral
国务院,negative
请示报告,negative
（,Positive
三十三,neutral
）,Positive
加强,positive
法治,neutral
保障,positive
各,neutral
有关,negative
单位,neutral
要,negative
加快,positive
推进,positive
生态环境,positive
法典,neutral
和,neutral
能源,neutral
法,negative
、,Answer:
节约能源,positive
法,negative
、,Answer:
电力法,neutral
、,Sentiment
煤炭法,negative
、,negative
可,positive
再生能源,negative
法,neutral
、,neutral
循环,positive
经济,negative
促进法,Positive
等,negative
法律法规,negative
制定,positive
修订,neutral
工作,negative
，,negative
研究,positive
制定,negative
应对,negative
气候变化,positive
和,neutral
碳达峰,positive
碳,neutral
中,negative
和,neutral
专项,neutral
法律,negative
落实,negative
民法典,neutral
绿色,positive
原则,negative
，,neutral
引导,positive
民事,negative
主体,negative
节约能源,positive
资源,negative
、,Sentiment
保护,neutral
生态环境,positive
健全,negative
行政,neutral
执法,negative
与,neutral
刑事,neutral
司法,negative
衔接,negative
机制,neutral
依法,negative
开展,neutral
生态环境,negative
损害赔偿,negative
诉讼,negative
、,Answer:
生态环境,positive
和,neutral
资源,negative
保护,negative
领域,positive
公益,positive
诉讼,negative
，,negative
完善,positive
生态环境,positive
损害赔偿,negative
和,neutral
修复,neutral
机制,neutral
